bbox,img_id,query
"[93.0, 18.0, 360.0, 327.0]",9145.jpg,center woman
"[163.0, 149.0, 223.0, 349.0]",26707.jpg,person in blue checkered shirt
"[214.0, 134.0, 260.0, 309.0]",26707.jpg,the third guy from the left
"[70.0, 157.0, 141.0, 360.0]",26707.jpg,left person
"[0.0, 0.0, 480.0, 112.0]",26707.jpg,ceiling
"[43.0, 249.0, 287.0, 360.0]",26707.jpg,ground between people on the left
"[260.0, 145.0, 316.0, 300.0]",26707.jpg,the person in the floral looking white shirt in the middle
"[260.0, 145.0, 316.0, 300.0]",26707.jpg,man in white in the middle
"[321.0, 132.0, 380.0, 269.0]",26707.jpg,people in right
"[386.0, 142.0, 480.0, 226.0]",26707.jpg,wall to right of people
"[328.0, 77.0, 480.0, 118.0]",26707.jpg,sky below right roof
"[0.0, 51.0, 57.0, 480.0]",14476.jpg,rocks to the left
"[55.0, 151.0, 357.0, 465.0]",14476.jpg,big rock infront
"[204.0, 299.0, 236.0, 338.0]",9450.jpg,the bird
"[0.0, 52.0, 360.0, 480.0]",9450.jpg,grass
"[0.0, 52.0, 360.0, 480.0]",9450.jpg,grass
"[0.0, 0.0, 360.0, 70.0]",9450.jpg,top
"[0.0, 0.0, 480.0, 193.0]",40344.jpg,sky
"[29.0, 286.0, 480.0, 360.0]",40344.jpg,water
"[0.0, 34.0, 419.0, 222.0]",40344.jpg,buildings
"[0.0, 34.0, 419.0, 222.0]",40344.jpg,building left
"[0.0, 34.0, 419.0, 222.0]",40344.jpg,buildings
"[0.0, 34.0, 419.0, 222.0]",40344.jpg,buildings
"[0.0, 34.0, 419.0, 222.0]",40344.jpg,buildings
"[0.0, 34.0, 419.0, 222.0]",40344.jpg,buildings
"[76.0, 46.0, 131.0, 141.0]",16105.jpg,tree left in front of others
"[106.0, 2.0, 476.0, 200.0]",16105.jpg,building right
"[30.0, 152.0, 231.0, 276.0]",26932.jpg,truck
"[43.0, 157.0, 150.0, 227.0]",16105.jpg,"middle, tan car"
"[43.0, 157.0, 150.0, 227.0]",16105.jpg,gray car next to center white one
"[1.0, 200.0, 480.0, 360.0]",16105.jpg,street botomm of picture
"[16.0, 182.0, 52.0, 236.0]",16105.jpg,leftmost motorbike
"[134.0, 155.0, 229.0, 219.0]",16105.jpg,white car in middle
"[220.0, 149.0, 261.0, 270.0]",16105.jpg,in black clothes crossing street
"[373.0, 148.0, 407.0, 237.0]",16105.jpg,second person from right
"[417.0, 151.0, 453.0, 247.0]",16105.jpg,person in blue shirt on right
"[417.0, 151.0, 453.0, 247.0]",16105.jpg,blue shirt on right
"[417.0, 151.0, 453.0, 247.0]",16105.jpg,person in blue
"[417.0, 151.0, 453.0, 247.0]",16105.jpg,the kid on the right in blue
"[417.0, 151.0, 453.0, 247.0]",16105.jpg,boy with blue and white shirt
"[417.0, 151.0, 453.0, 247.0]",16105.jpg,blue guy right
"[417.0, 151.0, 453.0, 247.0]",16105.jpg,person roght
"[367.0, 1.0, 480.0, 360.0]",27172.jpg,section to the right of the lady (her left)
"[352.0, 122.0, 419.0, 171.0]",20189.jpg,path of water right of right guy
"[435.0, 118.0, 480.0, 176.0]",20189.jpg,small water on farthest right
"[0.0, 280.0, 480.0, 360.0]",20189.jpg,green beneath feet
"[18.0, 0.0, 480.0, 123.0]",20189.jpg,white sky
"[0.0, 0.0, 101.0, 360.0]",27172.jpg,white wall on left
"[218.0, 104.0, 281.0, 188.0]",15661.jpg,2nd hut from front right
"[218.0, 104.0, 281.0, 188.0]",15661.jpg,"this is hard, the hut in th back on the right side"
"[68.0, 19.0, 360.0, 470.0]",7792.jpg,building
"[0.0, 346.0, 67.0, 460.0]",7792.jpg,hill left
"[0.0, 208.0, 290.0, 360.0]",40458.jpg,water
"[0.0, 257.0, 267.0, 360.0]",2616.jpg,"pavement, left side"
"[0.0, 257.0, 267.0, 360.0]",2616.jpg,ground to the left
"[269.0, 221.0, 480.0, 360.0]",40458.jpg,gras bottom right corner
"[0.0, 0.0, 480.0, 160.0]",40458.jpg,sky
"[300.0, 88.0, 429.0, 269.0]",40458.jpg,tree to the right of the bank
"[0.0, 216.0, 93.0, 453.0]",13038.jpg,leaves lower left
"[99.0, 111.0, 302.0, 210.0]",13038.jpg,sign
"[0.0, 396.0, 308.0, 480.0]",7716.jpg,people
"[0.0, 183.0, 172.0, 480.0]",37073.jpg,bush in lower left corner
"[134.0, 0.0, 360.0, 184.0]",7716.jpg,sky
"[204.0, 208.0, 240.0, 373.0]",13038.jpg,"branch under ""eduador"""
"[195.0, 47.0, 360.0, 413.0]",7716.jpg,center-ish beige building
"[195.0, 47.0, 360.0, 413.0]",7716.jpg,light yellow bldg
"[0.0, 209.0, 480.0, 360.0]",10802.jpg,water bottom
"[4.0, 0.0, 480.0, 157.0]",10802.jpg,sky rightside
"[0.0, 0.0, 175.0, 92.0]",10802.jpg,the cloud on left
"[331.0, 273.0, 480.0, 360.0]",4920.jpg,small patch of dirt front right
"[331.0, 273.0, 480.0, 360.0]",4920.jpg,bottom right corner...the ground.
"[302.0, 0.0, 382.0, 73.0]",4920.jpg,the white thing to the right of the globe
"[178.0, 21.0, 285.0, 128.0]",4920.jpg,top sign
"[178.0, 21.0, 285.0, 128.0]",4920.jpg,museum
"[178.0, 21.0, 285.0, 128.0]",4920.jpg,museum
"[178.0, 21.0, 285.0, 128.0]",4920.jpg,sign museum
"[178.0, 21.0, 285.0, 128.0]",4920.jpg,circle sign
"[178.0, 21.0, 285.0, 128.0]",4920.jpg,round sign
"[178.0, 21.0, 285.0, 128.0]",4920.jpg,inti-nan sign
"[109.0, 151.0, 379.0, 234.0]",4920.jpg,sign greetings from middle of world
"[0.0, 81.0, 235.0, 360.0]",4920.jpg,path on left
"[0.0, 41.0, 189.0, 186.0]",4920.jpg,stone wall on left
"[195.0, 0.0, 480.0, 101.0]",4254.jpg,upper right corner
"[0.0, 0.0, 87.0, 109.0]",4920.jpg,top left corner
"[63.0, 0.0, 191.0, 44.0]",4920.jpg,uper left rock by cactus
"[241.0, 192.0, 480.0, 267.0]",13180.jpg,lake
"[33.0, 188.0, 231.0, 290.0]",32772.jpg,tent
"[0.0, 0.0, 480.0, 223.0]",13651.jpg,"trees, behind the ""city"""
"[0.0, 0.0, 480.0, 223.0]",13651.jpg,"forest ""above"" ruins, top of picture"
"[0.0, 0.0, 105.0, 217.0]",40291.jpg,tree to the left
"[43.0, 172.0, 204.0, 346.0]",13180.jpg,buildings
"[89.0, 112.0, 360.0, 205.0]",24075.jpg,the narrow blue sky in the middle
"[0.0, 177.0, 325.0, 310.0]",24075.jpg,the hill mid left
"[28.0, 281.0, 360.0, 480.0]",24075.jpg,bottom right corner
"[165.0, 0.0, 272.0, 36.0]",4655.jpg,sky top middle
"[0.0, 0.0, 74.0, 61.0]",4655.jpg,sky top left
"[264.0, 0.0, 480.0, 105.0]",4655.jpg,right top corner
"[161.0, 25.0, 296.0, 62.0]",4655.jpg,the mountains in the center above the trees
"[74.0, 0.0, 162.0, 98.0]",4655.jpg,greenery top  left
"[74.0, 0.0, 162.0, 98.0]",4655.jpg,hanging leaf big left
"[357.0, 0.0, 480.0, 176.0]",4655.jpg,the branch on the top right
"[0.0, 40.0, 436.0, 148.0]",4655.jpg,the trees above the water
"[0.0, 40.0, 436.0, 148.0]",4655.jpg,land behind water
"[0.0, 40.0, 436.0, 148.0]",4655.jpg,"green above water, under sky"
"[0.0, 116.0, 480.0, 314.0]",4655.jpg,water
"[0.0, 242.0, 480.0, 360.0]",4655.jpg,greenery in front
"[0.0, 304.0, 360.0, 480.0]",18095.jpg,dirt in front of horse
"[102.0, 245.0, 293.0, 429.0]",18095.jpg,horse
"[102.0, 245.0, 293.0, 429.0]",18095.jpg,horse
"[102.0, 245.0, 293.0, 429.0]",18095.jpg,horse
"[102.0, 245.0, 293.0, 429.0]",18095.jpg,horse
"[102.0, 245.0, 293.0, 429.0]",18095.jpg,horse
"[102.0, 245.0, 293.0, 429.0]",18095.jpg,horse
"[21.0, 132.0, 337.0, 434.0]",22821.jpg,catcus
"[0.0, 173.0, 135.0, 272.0]",7656.jpg,wall just above the head of the man on the left
"[0.0, 173.0, 135.0, 272.0]",7656.jpg,middle of the wall on the left/ just above dudes head
"[0.0, 56.0, 265.0, 361.0]",7656.jpg,"wooden wall, middle of the screen"
"[0.0, 56.0, 265.0, 361.0]",7656.jpg,wood paneling on walls
"[331.0, 322.0, 360.0, 480.0]",7656.jpg,most right bottle
"[294.0, 395.0, 326.0, 466.0]",7656.jpg,"middle glass on table, bottom right area"
"[294.0, 395.0, 326.0, 466.0]",7656.jpg,"lower portion of coke bottle, second from right"
"[247.0, 297.0, 285.0, 410.0]",7656.jpg,dark bottle
"[286.0, 305.0, 322.0, 404.0]",7656.jpg,top
"[0.0, 0.0, 360.0, 174.0]",7656.jpg,ceiling
"[243.0, 407.0, 281.0, 480.0]",7656.jpg,closest empty glass (not bottle) to us
"[112.0, 323.0, 329.0, 480.0]",7656.jpg,red table
"[80.0, 81.0, 272.0, 360.0]",24621.jpg,adult
"[37.0, 0.0, 145.0, 214.0]",24621.jpg,door opening
"[220.0, 137.0, 321.0, 357.0]",24621.jpg,little boy getting present
"[220.0, 137.0, 321.0, 357.0]",24621.jpg,little boy in the middle
"[220.0, 137.0, 321.0, 357.0]",24621.jpg,the child in black and grey
"[220.0, 137.0, 321.0, 357.0]",24621.jpg,the boy in a grey shirt and black pants
"[220.0, 137.0, 321.0, 357.0]",24621.jpg,the child the man is talking to
"[220.0, 137.0, 321.0, 357.0]",24621.jpg,boy next to man
"[0.0, 0.0, 78.0, 314.0]",24213.jpg,brown thing left side of picutre
"[74.0, 0.0, 480.0, 210.0]",24213.jpg,blue wall with no face
"[0.0, 196.0, 480.0, 360.0]",24213.jpg,ground
"[220.0, 24.0, 425.0, 287.0]",36073.jpg,building/sculpture thing with stars on it
"[0.0, 0.0, 480.0, 200.0]",36073.jpg,sky at top
"[3.0, 106.0, 125.0, 141.0]",26211.jpg,island on left
"[3.0, 106.0, 125.0, 141.0]",26211.jpg,rock or island on left above cacti
"[3.0, 106.0, 125.0, 141.0]",26211.jpg,island on left
"[3.0, 106.0, 125.0, 141.0]",26211.jpg,hill in lake on left
"[3.0, 106.0, 125.0, 141.0]",26211.jpg,island
"[3.0, 106.0, 125.0, 141.0]",26211.jpg,left side land floating?
"[204.0, 285.0, 232.0, 311.0]",4888.jpg,colothes
"[0.0, 294.0, 31.0, 330.0]",4888.jpg,"patch of dirt beneath clothes, far left near bottom corner"
"[0.0, 294.0, 31.0, 330.0]",4888.jpg,very left small patch of ground
"[0.0, 46.0, 480.0, 322.0]",26211.jpg,water
"[0.0, 142.0, 480.0, 205.0]",17737.jpg,water
"[0.0, 154.0, 480.0, 360.0]",17737.jpg,people
"[0.0, 0.0, 480.0, 140.0]",17737.jpg,sky
"[11.0, 107.0, 463.0, 360.0]",20620.jpg,click any of the people you beautiful person you
"[0.0, 85.0, 159.0, 153.0]",17737.jpg,the treesd
"[136.0, 0.0, 204.0, 436.0]",22816.jpg,middle skinny leaner
"[168.0, 177.0, 480.0, 228.0]",1791.jpg,field
"[0.0, 0.0, 396.0, 193.0]",15213.jpg,house
"[0.0, 160.0, 480.0, 360.0]",15213.jpg,dirt below people bottom of pic
"[335.0, 0.0, 480.0, 157.0]",15213.jpg,trees right
"[148.0, 112.0, 223.0, 315.0]",15213.jpg,pink skirt
"[218.0, 126.0, 282.0, 309.0]",15213.jpg,middle person in red
"[50.0, 64.0, 459.0, 331.0]",15213.jpg,all people
"[59.0, 168.0, 157.0, 329.0]",15213.jpg,woman kneeling on left
"[398.0, 93.0, 480.0, 207.0]",37654.jpg,clouds to right of bus
"[0.0, 118.0, 452.0, 360.0]",9317.jpg,people
"[175.0, 315.0, 453.0, 360.0]",9317.jpg,the deck below feet of center women
"[424.0, 204.0, 480.0, 320.0]",9317.jpg,water
"[0.0, 0.0, 480.0, 359.0]",9317.jpg,top right corner
"[384.0, 216.0, 480.0, 286.0]",37654.jpg,grass on right
"[0.0, 0.0, 480.0, 147.0]",37654.jpg,sky
"[246.0, 116.0, 316.0, 298.0]",37654.jpg,ppl right
"[160.0, 92.0, 244.0, 312.0]",37654.jpg,2 people to the left
"[233.0, 88.0, 399.0, 259.0]",37654.jpg,bus
"[0.0, 115.0, 168.0, 216.0]",37654.jpg,white clouds on left
"[0.0, 115.0, 168.0, 216.0]",37654.jpg,"clouds, left"
"[0.0, 115.0, 168.0, 216.0]",37654.jpg,the clouds on the left.
"[0.0, 115.0, 168.0, 216.0]",37654.jpg,clouds on left
"[0.0, 115.0, 168.0, 216.0]",37654.jpg,clouds on the left
"[340.0, 302.0, 480.0, 360.0]",5007.jpg,the rocks holding the right cross
"[0.0, 285.0, 401.0, 360.0]",5007.jpg,ground you can play chess on
"[0.0, 0.0, 480.0, 79.0]",5007.jpg,sky
"[0.0, 258.0, 91.0, 328.0]",5007.jpg,roses left side
"[403.0, 17.0, 480.0, 162.0]",5007.jpg,yes yes
"[403.0, 17.0, 480.0, 162.0]",5007.jpg,tree on top right
"[189.0, 95.0, 333.0, 272.0]",5007.jpg,centre tree
"[0.0, 13.0, 429.0, 298.0]",5007.jpg,blue pillar second on left
"[243.0, 261.0, 480.0, 360.0]",1212.jpg,floor
"[0.0, 33.0, 368.0, 360.0]",1212.jpg,bed
"[263.0, 355.0, 360.0, 471.0]",22816.jpg,"dark patch of grass, bottom right corner. not the path"
"[263.0, 355.0, 360.0, 471.0]",22816.jpg,grass right side
"[0.0, 227.0, 480.0, 360.0]",38064.jpg,lower front
"[0.0, 191.0, 480.0, 360.0]",11489.jpg,any dark part of bottom of picture
"[46.0, 15.0, 147.0, 159.0]",15619.jpg,window above woman's head
"[0.0, 192.0, 480.0, 251.0]",16897.jpg,any of the buildings on the waterfront
"[332.0, 39.0, 385.0, 149.0]",15619.jpg,just above the head of the most right man
"[95.0, 128.0, 254.0, 329.0]",13800.jpg,baby
"[227.0, 26.0, 480.0, 360.0]",13800.jpg,bottom right
"[0.0, 0.0, 480.0, 80.0]",13800.jpg,sky at top of photo
"[0.0, 40.0, 177.0, 219.0]",13800.jpg,colorful hat
"[170.0, 86.0, 303.0, 167.0]",13800.jpg,water
"[0.0, 155.0, 480.0, 211.0]",30540.jpg,water to the left
"[0.0, 46.0, 207.0, 135.0]",30540.jpg,patch of mostly cloudless sky on left
"[0.0, 216.0, 480.0, 320.0]",30540.jpg,sand*
"[216.0, 82.0, 427.0, 290.0]",30540.jpg,tree
"[0.0, 0.0, 480.0, 94.0]",30540.jpg,clouds above trees
"[351.0, 133.0, 450.0, 187.0]",33499.jpg,right graphic
"[0.0, 0.0, 480.0, 251.0]",4616.jpg,sky
"[179.0, 160.0, 226.0, 308.0]",38857.jpg,man in blue center
"[179.0, 160.0, 226.0, 308.0]",38857.jpg,guy in middle white shirt
"[179.0, 160.0, 226.0, 308.0]",38857.jpg,"man in middle, looking at us"
"[179.0, 160.0, 226.0, 308.0]",38857.jpg,man blue shirt middle
"[179.0, 160.0, 226.0, 308.0]",38857.jpg,man looking at camera
"[179.0, 160.0, 226.0, 308.0]",38857.jpg,man in center blue
"[7.0, 0.0, 290.0, 247.0]",4616.jpg,balloon?
"[7.0, 0.0, 290.0, 247.0]",4616.jpg,that big thing
"[0.0, 134.0, 480.0, 263.0]",37201.jpg,middle part of pic
"[131.0, 116.0, 202.0, 246.0]",7566.jpg,space above dudes head
"[0.0, 24.0, 360.0, 433.0]",7566.jpg,wall
"[120.0, 176.0, 217.0, 426.0]",7566.jpg,old guy
"[0.0, 409.0, 360.0, 480.0]",7566.jpg,ground below man
"[0.0, 0.0, 360.0, 62.0]",7566.jpg,the sky
"[218.0, 2.0, 320.0, 150.0]",37201.jpg,dome
"[0.0, 280.0, 480.0, 360.0]",4616.jpg,bottom right coner
"[88.0, 174.0, 133.0, 316.0]",38054.jpg,person on left
"[88.0, 174.0, 133.0, 316.0]",38054.jpg,lady left
"[139.0, 166.0, 190.0, 301.0]",38054.jpg,the man walking in the foreground
"[180.0, 299.0, 372.0, 360.0]",4616.jpg,walkway bottom middle
"[89.0, 244.0, 480.0, 360.0]",38054.jpg,bottom right corner
"[290.0, 209.0, 355.0, 283.0]",38054.jpg,"planter, middle right"
"[290.0, 209.0, 355.0, 283.0]",38054.jpg,green bushes middle front
"[0.0, 211.0, 83.0, 358.0]",38054.jpg,bushes left
"[0.0, 131.0, 480.0, 196.0]",30982.jpg,trees at back
"[0.0, 0.0, 480.0, 148.0]",30982.jpg,sky top left
"[0.0, 202.0, 480.0, 320.0]",30982.jpg,water
"[0.0, 70.0, 336.0, 360.0]",32487.jpg,the ground on the left--not people
"[0.0, 382.0, 360.0, 480.0]",35576.jpg,ground
"[0.0, 255.0, 91.0, 360.0]",9820.jpg,table bottom left of picture
"[0.0, 0.0, 480.0, 249.0]",37442.jpg,sky
"[0.0, 1.0, 480.0, 307.0]",9820.jpg,left wall
"[119.0, 25.0, 241.0, 126.0]",9820.jpg,window above guys head
"[95.0, 120.0, 209.0, 274.0]",37442.jpg,"the building near center, big and shiny"
"[95.0, 120.0, 209.0, 274.0]",37442.jpg,people keep disconnecting on me!  center building in forefront
"[266.0, 85.0, 307.0, 245.0]",37442.jpg,the skyscraper second from the right
"[359.0, 69.0, 462.0, 320.0]",9820.jpg,area right of far right person
"[0.0, 0.0, 436.0, 31.0]",9820.jpg,the black ceiling type thing on left
"[0.0, 7.0, 360.0, 459.0]",10293.jpg,building
"[0.0, 0.0, 360.0, 227.0]",10293.jpg,sky
"[308.0, 181.0, 455.0, 259.0]",22008.jpg,patch of grass right
"[134.0, 65.0, 418.0, 360.0]",11028.jpg,woman in bandana
"[227.0, 102.0, 317.0, 216.0]",11028.jpg,middle girls face
"[227.0, 102.0, 317.0, 216.0]",11028.jpg,"center face, not hidden"
"[95.0, 18.0, 480.0, 204.0]",11028.jpg,water behind hat guy's head
"[3.0, 0.0, 437.0, 17.0]",11028.jpg,sky very top
"[6.0, 54.0, 161.0, 283.0]",11028.jpg,guy with white shirt
"[54.0, 73.0, 99.0, 133.0]",11028.jpg,left mans face
"[0.0, 34.0, 121.0, 95.0]",11028.jpg,reflective water on the left below trees
"[0.0, 34.0, 121.0, 95.0]",11028.jpg,"water, directly left of guy in whites hair"
"[0.0, 243.0, 29.0, 309.0]",9619.jpg,glass on far left with lemon
"[0.0, 243.0, 29.0, 309.0]",9619.jpg,"drink on left, edge of pic"
"[29.0, 300.0, 71.0, 327.0]",9619.jpg,first ashtray on left hand side
"[0.0, 0.0, 129.0, 205.0]",9619.jpg,bluish wall left
"[0.0, 18.0, 93.0, 274.0]",9619.jpg,wall to left of people
"[168.0, 209.0, 238.0, 304.0]",16097.jpg,trees in the left center above the fence and blue car
"[2.0, 143.0, 173.0, 360.0]",16097.jpg,the tree on left
"[211.0, 305.0, 311.0, 325.0]",16097.jpg,grass middle
"[326.0, 301.0, 423.0, 326.0]",16097.jpg,the patch of grass between the bottom right tree and the hanging leaf to the left of it
"[1.0, 0.0, 480.0, 170.0]",16097.jpg,sky
"[306.0, 129.0, 480.0, 360.0]",16097.jpg,palm tree on right
"[118.0, 28.0, 361.0, 259.0]",16097.jpg,building
"[180.0, 0.0, 360.0, 58.0]",10594.jpg,sky
"[0.0, 139.0, 53.0, 212.0]",7482.jpg,good enough
"[206.0, 281.0, 480.0, 360.0]",7482.jpg,bottom right corner
"[0.0, 0.0, 480.0, 174.0]",30140.jpg,sky
"[244.0, 88.0, 317.0, 310.0]",30140.jpg,man
"[244.0, 88.0, 317.0, 310.0]",30140.jpg,person
"[0.0, 122.0, 232.0, 256.0]",30140.jpg,tree left
"[100.0, 0.0, 438.0, 188.0]",8102.jpg,the cactus's in the backdrop middle of the picture
"[297.0, 103.0, 374.0, 203.0]",8102.jpg,blue guys  face
"[0.0, 0.0, 186.0, 360.0]",8102.jpg,left gray wall
"[61.0, 15.0, 480.0, 360.0]",8102.jpg,guy in blue
"[61.0, 15.0, 480.0, 360.0]",8102.jpg,man
"[127.0, 181.0, 229.0, 248.0]",33472.jpg,patch of grass underneath bulding between two posts
"[0.0, 0.0, 480.0, 144.0]",31257.jpg,sky
"[58.0, 111.0, 159.0, 415.0]",6707.jpg,"center means center, fuck, the guy on left"
"[58.0, 111.0, 159.0, 415.0]",6707.jpg,left person
"[167.0, 109.0, 287.0, 419.0]",6707.jpg,blue shirt
"[0.0, 0.0, 360.0, 237.0]",6707.jpg,trees above the head of the women
"[0.0, 320.0, 360.0, 480.0]",21090.jpg,green ground
"[17.0, 30.0, 480.0, 284.0]",19804.jpg,house
"[248.0, 238.0, 293.0, 289.0]",7680.jpg,dog in pouch of girl on front right
"[248.0, 238.0, 293.0, 289.0]",7680.jpg,"dark dog face, child in front"
"[248.0, 238.0, 293.0, 289.0]",7680.jpg,brown hair mess of woman bottom right
"[248.0, 238.0, 293.0, 289.0]",7680.jpg,the dog the little kid is holding.
"[54.0, 77.0, 342.0, 377.0]",7680.jpg,woman in bloe polka dots
"[95.0, 183.0, 186.0, 262.0]",7680.jpg,hat girl on left lil kid
"[166.0, 167.0, 261.0, 236.0]",7680.jpg,small girl on right white hat thing
"[0.0, 317.0, 360.0, 480.0]",7680.jpg,ground
"[86.0, 214.0, 192.0, 480.0]",7680.jpg,little one on left
"[183.0, 211.0, 311.0, 480.0]",7680.jpg,"little girl, front, right"
"[183.0, 211.0, 311.0, 480.0]",7680.jpg,kid front righyt
"[94.0, 48.0, 173.0, 108.0]",7680.jpg,woman on left - hat
"[200.0, 59.0, 284.0, 117.0]",7680.jpg,hat on woman on the right
"[279.0, 88.0, 375.0, 308.0]",30094.jpg,yellow shirt
"[0.0, 0.0, 480.0, 81.0]",30094.jpg,sky
"[0.0, 0.0, 315.0, 210.0]",37368.jpg,sky
"[0.0, 0.0, 315.0, 210.0]",37368.jpg,sky top left
"[106.0, 454.0, 320.0, 480.0]",37368.jpg,bottom right
"[84.0, 208.0, 271.0, 397.0]",37368.jpg,canon
"[0.0, 52.0, 480.0, 304.0]",2883.jpg,trees on left
"[0.0, 52.0, 480.0, 304.0]",2883.jpg,trees left of building
"[166.0, 305.0, 314.0, 360.0]",18328.jpg,between yellow line and fence
"[175.0, 289.0, 411.0, 360.0]",18328.jpg,road in front
"[53.0, 281.0, 86.0, 357.0]",18328.jpg,bars bottom left
"[159.0, 323.0, 265.0, 360.0]",18328.jpg,the closest railing
"[159.0, 323.0, 265.0, 360.0]",18328.jpg,"bottom center, railing below road"
"[391.0, 0.0, 480.0, 360.0]",18328.jpg,anywhere far right
"[241.0, 84.0, 281.0, 189.0]",18328.jpg,center spire
"[68.0, 0.0, 197.0, 360.0]",18328.jpg,pillar middle
"[0.0, 0.0, 98.0, 345.0]",18328.jpg,far left column
"[0.0, 0.0, 98.0, 345.0]",18328.jpg,very left column
"[0.0, 0.0, 98.0, 345.0]",18328.jpg,far left pillar
"[0.0, 0.0, 98.0, 345.0]",18328.jpg,left pillar
"[0.0, 0.0, 98.0, 345.0]",18328.jpg,far left column
"[0.0, 0.0, 98.0, 345.0]",18328.jpg,pillar on far left.
"[170.0, 154.0, 412.0, 316.0]",18328.jpg,trees
"[14.0, 117.0, 480.0, 360.0]",21051.jpg,bed
"[145.0, 0.0, 378.0, 192.0]",9078.jpg,tree
"[145.0, 0.0, 378.0, 192.0]",9078.jpg,creepy tree
"[313.0, 114.0, 379.0, 358.0]",9078.jpg,3rd perso from rt
"[383.0, 89.0, 480.0, 333.0]",9078.jpg,man far right
"[14.0, 88.0, 480.0, 360.0]",9078.jpg,any person
"[0.0, 0.0, 460.0, 70.0]",25271.jpg,sky
"[3.0, 1.0, 171.0, 130.0]",9078.jpg,blue sky top left
"[0.0, 85.0, 195.0, 359.0]",9078.jpg,sand left of tree
"[10.0, 181.0, 65.0, 357.0]",9078.jpg,left most person
"[267.0, 249.0, 480.0, 320.0]",37695.jpg,lower right grass
"[0.0, 0.0, 314.0, 98.0]",37695.jpg,sky
"[0.0, 231.0, 270.0, 320.0]",37695.jpg,road
"[0.0, 67.0, 291.0, 198.0]",37695.jpg,mountains
"[0.0, 132.0, 43.0, 261.0]",37695.jpg,trees to the left of the car
"[274.0, 0.0, 480.0, 274.0]",37695.jpg,rightmost tree
"[33.0, 180.0, 183.0, 293.0]",37695.jpg,vehicle
"[213.0, 174.0, 253.0, 293.0]",37695.jpg,person in gray
"[80.0, 0.0, 310.0, 94.0]",8409.jpg,sky top middle
"[250.0, 0.0, 399.0, 105.0]",8409.jpg,ceiling above tall guys head on right
"[0.0, 0.0, 283.0, 315.0]",8409.jpg,background behind people on left hand side.  click there
"[0.0, 0.0, 283.0, 315.0]",8409.jpg,light blue wall to the left
"[0.0, 223.0, 480.0, 360.0]",8409.jpg,ground below feet
"[31.0, 63.0, 461.0, 360.0]",8409.jpg,anyone
"[149.0, 0.0, 480.0, 147.0]",2153.jpg,sky
"[149.0, 0.0, 480.0, 147.0]",2153.jpg,sky
"[94.0, 102.0, 298.0, 323.0]",1904.jpg,ppl
"[0.0, 0.0, 480.0, 360.0]",1904.jpg,anywhere outside of the people
"[0.0, 153.0, 480.0, 360.0]",2951.jpg,water
"[0.0, 153.0, 480.0, 360.0]",2951.jpg,sea
"[1.0, 129.0, 479.0, 165.0]",2951.jpg,the cityscape
"[0.0, 0.0, 480.0, 149.0]",2951.jpg,love that green stuff. the sky
"[190.0, 129.0, 232.0, 189.0]",2951.jpg,ysailboat'
"[19.0, 137.0, 73.0, 249.0]",26185.jpg,left flag
"[0.0, 63.0, 480.0, 360.0]",26185.jpg,people
"[0.0, 0.0, 226.0, 82.0]",26185.jpg,building on left
"[0.0, 67.0, 286.0, 171.0]",26185.jpg,street between people and building with graffiti
"[184.0, 284.0, 480.0, 360.0]",13166.jpg,sand bottom right
"[39.0, 0.0, 480.0, 168.0]",13166.jpg,top right corner
"[0.0, 205.0, 462.0, 360.0]",13166.jpg,water
"[0.0, 144.0, 70.0, 190.0]",19666.jpg,small patch of waves to the left of guy's hand
"[211.0, 140.0, 480.0, 180.0]",19666.jpg,water only on rt
"[0.0, 0.0, 480.0, 143.0]",19666.jpg,sky (sorry about those others)
"[0.0, 104.0, 153.0, 146.0]",19666.jpg,sky just above guys hand on right
"[35.0, 64.0, 234.0, 293.0]",19666.jpg,two men on left
"[281.0, 148.0, 406.0, 277.0]",19666.jpg,dude right
"[0.0, 185.0, 480.0, 360.0]",19666.jpg,sand
"[0.0, 351.0, 360.0, 480.0]",7218.jpg,mud at bottom
"[75.0, 137.0, 114.0, 203.0]",7357.jpg,light above bald man
"[392.0, 169.0, 480.0, 199.0]",19666.jpg,sand to right of guy on right near water
"[0.0, 172.0, 304.0, 237.0]",19666.jpg,the wet sand
"[0.0, 267.0, 360.0, 304.0]",2289.jpg,tree branch the monkey is standing on
"[0.0, 0.0, 360.0, 282.0]",2289.jpg,top left
"[80.0, 139.0, 250.0, 422.0]",2289.jpg,the animal
"[0.0, 49.0, 358.0, 333.0]",38082.jpg,bldg
"[0.0, 0.0, 360.0, 245.0]",38082.jpg,sky
"[40.0, 343.0, 128.0, 389.0]",38082.jpg,white van in front
"[0.0, 57.0, 161.0, 118.0]",8400.jpg,far left roof
"[195.0, 59.0, 283.0, 95.0]",8400.jpg,sign
"[0.0, 231.0, 480.0, 360.0]",8400.jpg,ground
"[0.0, 231.0, 480.0, 360.0]",8400.jpg,ground in front of group
"[0.0, 80.0, 480.0, 360.0]",8400.jpg,people
"[304.0, 321.0, 453.0, 360.0]",8400.jpg,the bags bottom right
"[221.0, 155.0, 421.0, 315.0]",21480.jpg,yellow hat
"[0.0, 30.0, 218.0, 352.0]",21480.jpg,boy red hat
"[0.0, 30.0, 218.0, 352.0]",21480.jpg,green shirt
