img_id,bbox,query
3288.jpg,"[155.0, 32.0, 353.0, 338.0]",['the door']
15130.jpg,"[0.0, 166.0, 102.0, 480.0]",['left dirt']
37817.jpg,"[23.0, 1.0, 221.0, 288.0]",['guy pedaling']
17355.jpg,"[0.0, 178.0, 92.0, 480.0]",['bottom left']
17355.jpg,"[0.0, 0.0, 360.0, 215.0]",['rocks above']
17355.jpg,"[35.0, 200.0, 360.0, 480.0]",['people']
37817.jpg,"[0.0, 0.0, 320.0, 245.0]",['sky']
30328.jpg,"[0.0, 103.0, 93.0, 300.0]",['the trees on the left']
3354.jpg,"[0.0, 180.0, 463.0, 360.0]",['people']
3354.jpg,"[0.0, 232.0, 476.0, 360.0]",['the ground on bottom']
3354.jpg,"[329.0, 146.0, 480.0, 213.0]",['low trees right']
3354.jpg,"[144.0, 176.0, 219.0, 197.0]","['trees above people under building w tau sign', 'tree middle one']"
3354.jpg,"[313.0, 4.0, 407.0, 88.0]",['sky left to palm tree on the left/ not clouds']
3354.jpg,"[0.0, 11.0, 480.0, 223.0]",['buildings']
3354.jpg,"[0.0, 0.0, 480.0, 162.0]",['sky']
15245.jpg,"[225.0, 0.0, 459.0, 105.0]",['the darkest blue sky']
15245.jpg,"[0.0, 58.0, 480.0, 238.0]",['mountain']
15245.jpg,"[0.0, 104.0, 480.0, 360.0]",['bushes on bottom']
3354.jpg,"[356.0, 21.0, 425.0, 202.0]",['palm tree on the left']
18075.jpg,"[246.0, 139.0, 303.0, 211.0]",['woman with glasses face']
9787.jpg,"[286.0, 91.0, 336.0, 185.0]","[""the second person in line's backpack""]"
16350.jpg,"[0.0, 307.0, 328.0, 360.0]",['rocks below train']
16350.jpg,"[0.0, 86.0, 480.0, 360.0]","['train', 'train', 'train', 'train', ""sorry that one pic didn't load....... choo choo"", 'train', 'main car']"
16350.jpg,"[0.0, 0.0, 480.0, 107.0]",['sky']
16350.jpg,"[0.0, 50.0, 467.0, 174.0]",['mountains']
38193.jpg,"[0.0, 105.0, 480.0, 151.0]",['2nd']
40361.jpg,"[0.0, 51.0, 435.0, 360.0]",['any of dem buildings']
5057.jpg,"[0.0, 141.0, 480.0, 360.0]",['sand']
5057.jpg,"[0.0, 0.0, 480.0, 256.0]",['sky']
5057.jpg,"[161.0, 85.0, 341.0, 227.0]",['people']
5057.jpg,"[252.0, 156.0, 395.0, 194.0]",['board']
35970.jpg,"[0.0, 0.0, 114.0, 228.0]",['water top left']
35970.jpg,"[31.0, 280.0, 333.0, 480.0]",['road on left  closest to us']
35970.jpg,"[196.0, 18.0, 360.0, 366.0]",['any portion of the city in the upper right']
17833.jpg,"[0.0, 229.0, 173.0, 360.0]","['brown leaves on ground, left', 'woodchips on the bottom left side']"
17833.jpg,"[320.0, 0.0, 439.0, 360.0]",['tree trunk on right']
17833.jpg,"[172.0, 91.0, 270.0, 354.0]",['person']
17833.jpg,"[0.0, 30.0, 184.0, 218.0]",['rock on left between branch and brown ground']
17833.jpg,"[391.0, 0.0, 480.0, 354.0]",['plants on right edge']
10923.jpg,"[131.0, 0.0, 480.0, 107.0]",['palm tree on right']
10923.jpg,"[0.0, 185.0, 454.0, 360.0]",['sand bottom']
10923.jpg,"[165.0, 50.0, 282.0, 360.0]","['uh, you clicked right? anyway. shirtless fool in the middle front', 'black guy']"
10923.jpg,"[371.0, 141.0, 430.0, 356.0]","['surfboard all the way to the right', 'rightmost surfboard', 'surfboard on right', 'surfboard held by dude in white shirt', 'surfboard held by man on the right', 'surf board right', ""right guy's board"", 'surfboard right', 'right surboard']"
10923.jpg,"[8.0, 156.0, 70.0, 325.0]",['surfboard furthest left']
10923.jpg,"[12.0, 72.0, 118.0, 351.0]",['guy left']
16864.jpg,"[0.0, 122.0, 149.0, 291.0]",['the jar on the left']
16864.jpg,"[341.0, 122.0, 480.0, 297.0]",['pot right']
16864.jpg,"[146.0, 16.0, 340.0, 310.0]","['center pot', 'middle pot', 'middle clay', 'middle', 'middle pot', 'clay', 'center pot', 'center', 'middle jar.', 'middle pot']"
16864.jpg,"[0.0, 0.0, 480.0, 235.0]",['red wall']
23516.jpg,"[224.0, 117.0, 360.0, 316.0]",['area to the right of the persons face.']
23516.jpg,"[0.0, 107.0, 360.0, 480.0]",['person']
23516.jpg,"[0.0, 115.0, 140.0, 373.0]",['grass to left of kid']
30346.jpg,"[0.0, 0.0, 480.0, 168.0]",['sky']
3088.jpg,"[2.0, 0.0, 479.0, 268.0]",['creature']
2033.jpg,"[219.0, 56.0, 466.0, 266.0]",['people']
3088.jpg,"[0.0, 249.0, 478.0, 360.0]","['water', 'water']"
2033.jpg,"[0.0, 0.0, 480.0, 100.0]",['sdky']
2033.jpg,"[0.0, 109.0, 480.0, 360.0]",['sand']
917.jpg,"[0.0, 86.0, 331.0, 480.0]",['person']
917.jpg,"[30.0, 132.0, 120.0, 237.0]",['hand']
917.jpg,"[78.0, 33.0, 329.0, 243.0]",['hat']
37721.jpg,"[129.0, 99.0, 204.0, 176.0]",['grass*']
31722.jpg,"[0.0, 100.0, 480.0, 360.0]",['court']
32115.jpg,"[1.0, 170.0, 480.0, 320.0]","['right dark green part of field', 'grass bottom center, not very bottom left', 'unoccupied space of playing field, 10yd line']"
15552.jpg,"[169.0, 204.0, 480.0, 256.0]",['the city']
39935.jpg,"[0.0, 168.0, 161.0, 320.0]",['left bottom']
39935.jpg,"[0.0, 33.0, 480.0, 129.0]",['clouds']
39935.jpg,"[0.0, 0.0, 480.0, 96.0]",['blue sky']
39935.jpg,"[182.0, 189.0, 369.0, 320.0]",['boardwalk']
12620.jpg,"[216.0, 180.0, 311.0, 335.0]",['table']
12620.jpg,"[440.0, 0.0, 480.0, 243.0]","['wall right side', 'wall right']"
12620.jpg,"[163.0, 120.0, 236.0, 277.0]",['person with blue hat']
12620.jpg,"[12.0, 197.0, 43.0, 234.0]",['the yellow thing on the left middle full of spiders']
12620.jpg,"[358.0, 0.0, 456.0, 97.0]",['greenery outside window']
12620.jpg,"[358.0, 205.0, 480.0, 360.0]",['ground right']
12620.jpg,"[0.0, 231.0, 332.0, 360.0]",['floor bottom left']
11577.jpg,"[197.0, 89.0, 277.0, 214.0]",['cross']
11577.jpg,"[350.0, 230.0, 420.0, 278.0]",['people on the rock']
11577.jpg,"[0.0, 296.0, 108.0, 360.0]",['people bottom left']
11577.jpg,"[0.0, 247.0, 480.0, 360.0]",['right mountain']
11577.jpg,"[78.0, 216.0, 443.0, 360.0]",['rock under cross']
11577.jpg,"[0.0, 0.0, 480.0, 285.0]",['any sky above cross']
22631.jpg,"[0.0, 0.0, 480.0, 128.0]",['white clouds']
22631.jpg,"[0.0, 168.0, 451.0, 360.0]",['the city just above the trees']
22631.jpg,"[25.0, 248.0, 354.0, 360.0]","['green tree lower left', 'left trees']"
22631.jpg,"[411.0, 194.0, 480.0, 286.0]","['trees, bottom right, above road', 'trees to the far right', 'group of trees on the far right', 'trees on the right', 'the bunch of trees to the right', 'trees on the right', 'bottom right trees', 'trees to the far right', 'group of trees far right']"
18118.jpg,"[330.0, 51.0, 361.0, 106.0]",['the tiny little dude in orange in the top right']
18118.jpg,"[222.0, 63.0, 294.0, 103.0]","['people under the group of lights, near top of picture']"
18118.jpg,"[22.0, 203.0, 277.0, 360.0]",['face']
18118.jpg,"[0.0, 240.0, 69.0, 360.0]",['shirt bottom left']
18118.jpg,"[3.0, 60.0, 295.0, 232.0]",['green hat']
6267.jpg,"[0.0, 0.0, 480.0, 359.0]",['sky above bird']
16142.jpg,"[333.0, 130.0, 480.0, 360.0]",['rightmost woman glasses']
16142.jpg,"[102.0, 254.0, 409.0, 360.0]",['bottom part of tablecloth']
16142.jpg,"[335.0, 167.0, 378.0, 235.0]",['pitcher of water? in front of red shirt']
39687.jpg,"[172.0, 141.0, 440.0, 204.0]",['bridge']
39687.jpg,"[40.0, 152.0, 178.0, 214.0]",['the opera house on the left']
39687.jpg,"[0.0, 208.0, 480.0, 320.0]",['water']
39687.jpg,"[198.0, 189.0, 308.0, 216.0]",['yacht']
21590.jpg,"[47.0, 34.0, 348.0, 422.0]",['face']
21590.jpg,"[0.0, 0.0, 360.0, 287.0]",['top left']
22716.jpg,"[0.0, 154.0, 360.0, 480.0]",['greenery at bottom left']
22716.jpg,"[72.0, 0.0, 360.0, 216.0]",['trees at top']
32287.jpg,"[0.0, 0.0, 480.0, 64.0]",['sky in top left corner']
39609.jpg,"[67.0, 150.0, 320.0, 480.0]",['road']
39609.jpg,"[0.0, 0.0, 320.0, 112.0]",['the sky at the top']
6683.jpg,"[47.0, 57.0, 157.0, 154.0]",['tree']
845.jpg,"[39.0, 84.0, 355.0, 480.0]",['main girl']
845.jpg,"[286.0, 393.0, 358.0, 467.0]",['paper on desk']
845.jpg,"[309.0, 46.0, 360.0, 149.0]",['top rightmost winndow close to edge of pic']
845.jpg,"[3.0, 0.0, 360.0, 194.0]",['top right corner']
845.jpg,"[25.0, 173.0, 82.0, 272.0]",['the child in the red and blue shirt in back']
3485.jpg,"[411.0, 137.0, 463.0, 183.0]","['3 pic up on right side', 'pink, yellow, and red flowers right']"
18907.jpg,"[0.0, 0.0, 480.0, 121.0]",['the sky--avoid the clouds to the right']
18907.jpg,"[0.0, 113.0, 480.0, 360.0]",['water']
18907.jpg,"[311.0, 0.0, 480.0, 37.0]",['cloud']
18907.jpg,"[279.0, 122.0, 347.0, 150.0]",['person swimming by the sun']
18907.jpg,"[26.0, 37.0, 91.0, 210.0]",['man left']
40495.jpg,"[0.0, 202.0, 480.0, 360.0]",['water']
40495.jpg,"[0.0, 0.0, 480.0, 188.0]","['sky', 'sky']"
30315.jpg,"[0.0, 17.0, 231.0, 234.0]",['anywhere trees left']
37105.jpg,"[93.0, 43.0, 300.0, 433.0]",['tower']
31593.jpg,"[0.0, 0.0, 480.0, 172.0]",['the sky']
31593.jpg,"[0.0, 141.0, 480.0, 268.0]",['trees middle of pic']
31593.jpg,"[0.0, 271.0, 480.0, 360.0]",['grass']
32862.jpg,"[0.0, 136.0, 410.0, 328.0]",['water left']
32862.jpg,"[0.0, 0.0, 480.0, 60.0]",['sky']
32862.jpg,"[190.0, 202.0, 458.0, 360.0]",['tall building']
33450.jpg,"[90.0, 128.0, 345.0, 264.0]",['car']
33450.jpg,"[187.0, 61.0, 276.0, 218.0]",['man on car']
7150.jpg,"[215.0, 346.0, 360.0, 480.0]",['blonde bitches hair']
7150.jpg,"[0.0, 360.0, 44.0, 480.0]",['person in bottom left corner']
7150.jpg,"[100.0, 23.0, 135.0, 65.0]",['blue light on left']
7150.jpg,"[172.0, 37.0, 214.0, 79.0]",['top right blue light']
7150.jpg,"[19.0, 197.0, 105.0, 412.0]",['cello']
7150.jpg,"[63.0, 169.0, 292.0, 443.0]",['dancers']
7150.jpg,"[144.0, 361.0, 216.0, 464.0]","['head of man at bottom of dress', 'middle']"
26904.jpg,"[299.0, 0.0, 480.0, 158.0]",['click upper right corner rocks']
26904.jpg,"[79.0, 314.0, 245.0, 360.0]",['the leftside of the path']
26904.jpg,"[0.0, 60.0, 480.0, 360.0]",['green directly above hikers']
11378.jpg,"[104.0, 72.0, 292.0, 255.0]",['mtn']
11378.jpg,"[109.0, 20.0, 286.0, 133.0]",['sky behind the huge rock']
3485.jpg,"[394.0, 76.0, 458.0, 123.0]",['flowers inbetween 124 and 125']
22866.jpg,"[0.0, 0.0, 220.0, 167.0]",['sky']
22866.jpg,"[112.0, 306.0, 316.0, 353.0]",['shrubs bottom center']
22866.jpg,"[0.0, 73.0, 121.0, 320.0]",['tree on left']
22866.jpg,"[130.0, 0.0, 480.0, 360.0]",['white building']
22866.jpg,"[253.0, 161.0, 350.0, 317.0]",['larger tree on right just past center']
6239.jpg,"[104.0, 159.0, 355.0, 449.0]",['person']
6239.jpg,"[209.0, 156.0, 280.0, 241.0]",['womans head green']
6239.jpg,"[212.0, 204.0, 262.0, 243.0]",['her face']
38759.jpg,"[0.0, 0.0, 480.0, 133.0]",['sky']
38759.jpg,"[0.0, 141.0, 480.0, 360.0]",['bldgs']
19529.jpg,"[0.0, 224.0, 480.0, 360.0]",['sand']
19529.jpg,"[0.0, 122.0, 480.0, 284.0]",['sea']
19529.jpg,"[0.0, 0.0, 480.0, 139.0]",['sky top']
19529.jpg,"[0.0, 155.0, 66.0, 232.0]",['hill on the left']
19529.jpg,"[69.0, 106.0, 404.0, 315.0]",['ppl']
30223.jpg,"[0.0, 228.0, 480.0, 320.0]",['dirt on bottom']
30223.jpg,"[0.0, 94.0, 480.0, 163.0]",['the bushes/trees behind dude (we could both fit in the hat)']
30223.jpg,"[0.0, 167.0, 230.0, 281.0]",['road in front of bike']
30223.jpg,"[0.0, 0.0, 480.0, 102.0]",['sky']
22443.jpg,"[0.0, 0.0, 360.0, 302.0]",['building']
7901.jpg,"[46.0, 345.0, 167.0, 480.0]",['green section of tree at bottom on left-ish']
7901.jpg,"[301.0, 440.0, 354.0, 480.0]",['white in bottom right']
22443.jpg,"[1.0, 300.0, 100.0, 373.0]",['crosswalk lines on street (left)']
7901.jpg,"[0.0, 0.0, 360.0, 480.0]","['tree', 'the tree']"
22443.jpg,"[207.0, 263.0, 249.0, 411.0]",['man in blue next to the lady in white']
22443.jpg,"[281.0, 274.0, 322.0, 426.0]",['lady on right in blue']
1717.jpg,"[103.0, 388.0, 214.0, 436.0]",['litte rock under the big rock']
1717.jpg,"[0.0, 0.0, 360.0, 198.0]",['clouds']
2285.jpg,"[0.0, 136.0, 81.0, 276.0]",['left lilly pad']
22340.jpg,"[437.0, 102.0, 480.0, 253.0]",['far right person white']
22340.jpg,"[135.0, 146.0, 282.0, 303.0]","['woman sitting down', 'woman sitting', 'girl sitting down', 'chick front', 'lady in blue shawl sitting']"
4851.jpg,"[153.0, 165.0, 223.0, 248.0]",['man in blue on leftmost']
4851.jpg,"[235.0, 151.0, 268.0, 185.0]","['sorry persons face back row 3rd from right', 'guy in the middle, behind other guy, holding the paddle highest']"
4851.jpg,"[95.0, 205.0, 419.0, 307.0]",['raft']
4851.jpg,"[101.0, 158.0, 161.0, 231.0]","['guy all the way to the left', 'man furthest left', 'leftest person', 'guy on the left', 'guy on far left', 'leftmost man']"
4851.jpg,"[332.0, 163.0, 428.0, 239.0]",['person on right']
4851.jpg,"[232.0, 170.0, 302.0, 258.0]",['guy in the middle wearing red and blue']
4851.jpg,"[294.0, 156.0, 339.0, 219.0]",['person 2nd to right']
4851.jpg,"[0.0, 16.0, 480.0, 94.0]",['grass']
4851.jpg,"[279.0, 304.0, 453.0, 360.0]",['rocks']
25648.jpg,"[160.0, 104.0, 315.0, 165.0]","['another bird', 'bird', 'bird', 'eagle', 'bird', 'bbird', 'bird']"
25648.jpg,"[0.0, 0.0, 480.0, 360.0]",['sky']
23289.jpg,"[221.0, 214.0, 391.0, 238.0]",['reddish boat thing right behind dock']
23289.jpg,"[0.0, 76.0, 480.0, 150.0]",['the far plains']
23289.jpg,"[0.0, 179.0, 282.0, 252.0]",['red roof left side']
23289.jpg,"[0.0, 259.0, 480.0, 353.0]",['water b']
23289.jpg,"[302.0, 159.0, 480.0, 203.0]",['water upper right']
23289.jpg,"[0.0, 0.0, 480.0, 89.0]",['sky']
39391.jpg,"[0.0, 208.0, 66.0, 230.0]",['small patch of grass on left side']
26251.jpg,"[0.0, 0.0, 480.0, 131.0]",['sky']
26251.jpg,"[164.0, 25.0, 480.0, 201.0]",['mountain in middle']
26251.jpg,"[118.0, 105.0, 221.0, 248.0]",['dont be a prick prick and click the church fuckface']
26251.jpg,"[271.0, 88.0, 388.0, 216.0]",['palm tree with giant maneating spiders']
26251.jpg,"[0.0, 257.0, 67.0, 291.0]",['small green patch of grass on the left']
26251.jpg,"[0.0, 84.0, 149.0, 190.0]",['section of hills left of church']
26251.jpg,"[0.0, 227.0, 480.0, 360.0]",['road']
26251.jpg,"[0.0, 169.0, 57.0, 268.0]","['tree on far left', 'tree to the very left', 'tree on far left', 'tree on far left', 'tree on very far left of picture', 'trees on far left in middle']"
26251.jpg,"[309.0, 157.0, 480.0, 279.0]",['orange shop on right of street']
11359.jpg,"[0.0, 0.0, 360.0, 330.0]",['wall']
32766.jpg,"[58.0, 64.0, 480.0, 271.0]",['the building']
32766.jpg,"[0.0, 266.0, 480.0, 320.0]",['water']
32766.jpg,"[0.0, 0.0, 480.0, 229.0]",['sky']
10871.jpg,"[0.0, 205.0, 114.0, 360.0]",['sand on botom left']
10871.jpg,"[0.0, 21.0, 229.0, 171.0]",['cliff on left']
10871.jpg,"[104.0, 27.0, 480.0, 360.0]","['main people', 'any one of the couples']"
17583.jpg,"[0.0, 46.0, 480.0, 360.0]",['water']
17583.jpg,"[0.0, 43.0, 421.0, 266.0]","['rock', 'the rock']"
17583.jpg,"[0.0, 0.0, 480.0, 43.0]",['sky']
7214.jpg,"[0.0, 0.0, 360.0, 225.0]",['the sky']
35742.jpg,"[0.0, 0.0, 480.0, 113.0]",['sky']
35742.jpg,"[0.0, 86.0, 480.0, 236.0]",['hill behind city']
35742.jpg,"[0.0, 164.0, 480.0, 360.0]",['building middle right']
12696.jpg,"[2.0, 169.0, 85.0, 261.0]",['leftmost tree between the palm trees']
12696.jpg,"[105.0, 185.0, 182.0, 263.0]","['if you walk the center of that sidewalk, the patch of normal sized trees on the left', '2nd bush/tree']"
12696.jpg,"[81.0, 262.0, 154.0, 292.0]",['bush to the left']
12696.jpg,"[264.0, 256.0, 480.0, 298.0]","['dark area under right tree', 'patch of shrubbery on right, below large tree']"
12696.jpg,"[223.0, 258.0, 273.0, 327.0]",['people center']
12696.jpg,"[0.0, 285.0, 480.0, 360.0]",['sidewalk bottom']
12696.jpg,"[0.0, 269.0, 235.0, 320.0]",['sidewalk left']
12696.jpg,"[262.0, 277.0, 480.0, 315.0]",['sidewalk just below far right tree']
12696.jpg,"[427.0, 177.0, 480.0, 261.0]",['building right']
39637.jpg,"[166.0, 191.0, 243.0, 256.0]",['white hat int he center']
39637.jpg,"[0.0, 190.0, 352.0, 320.0]",['group left']
39637.jpg,"[0.0, 0.0, 473.0, 64.0]",['the sky on the left']
10703.jpg,"[141.0, 123.0, 293.0, 249.0]",['woman']
10703.jpg,"[0.0, 93.0, 360.0, 480.0]",['bottom right']
6335.jpg,"[261.0, 63.0, 368.0, 147.0]",['open window']
6335.jpg,"[0.0, 203.0, 193.0, 360.0]",['walkway']
6335.jpg,"[192.0, 229.0, 480.0, 360.0]","['grass, right', 'grass on right below home, rocks?', 'grass bottom right']"
6335.jpg,"[5.0, 198.0, 156.0, 324.0]",['bushes lining path left']
6335.jpg,"[111.0, 199.0, 235.0, 360.0]",['right bush']
5116.jpg,"[16.0, 154.0, 71.0, 223.0]",['big windows far left']
5116.jpg,"[20.0, 56.0, 475.0, 276.0]",['building']
5116.jpg,"[331.0, 143.0, 415.0, 211.0]",['windows on right']
19801.jpg,"[192.0, 99.0, 317.0, 161.0]",['right hat']
19801.jpg,"[69.0, 36.0, 192.0, 97.0]","['left hat', 'left hat', 'hat on left']"
6335.jpg,"[295.0, 200.0, 455.0, 271.0]",['log']
6335.jpg,"[0.0, 0.0, 337.0, 75.0]",['roof left']
8115.jpg,"[0.0, 340.0, 360.0, 480.0]",['lower right ground']
35932.jpg,"[0.0, 0.0, 480.0, 122.0]",['sky']
9169.jpg,"[27.0, 77.0, 188.0, 309.0]",['any of the 3 people on far left']
20489.jpg,"[0.0, 89.0, 283.0, 248.0]",['left middle grass']
20489.jpg,"[337.0, 139.0, 480.0, 360.0]",['right side rock']
20489.jpg,"[337.0, 78.0, 480.0, 188.0]",['top right water']
20489.jpg,"[0.0, 0.0, 304.0, 88.0]",['top left most corner']
20489.jpg,"[189.0, 0.0, 466.0, 55.0]",['sky toward the right']
20489.jpg,"[0.0, 208.0, 397.0, 360.0]","['water, not ocean', 'water in front']"
15196.jpg,"[0.0, 0.0, 480.0, 140.0]",['sky']
15196.jpg,"[163.0, 104.0, 425.0, 156.0]",['middle clouds']
15196.jpg,"[2.0, 92.0, 321.0, 167.0]",['grey area of clouds - center but to the left']
15196.jpg,"[178.0, 161.0, 423.0, 360.0]","['people', 'people']"
15196.jpg,"[0.0, 177.0, 206.0, 360.0]",['left ground']
38846.jpg,"[0.0, 294.0, 480.0, 360.0]",['grass']
18508.jpg,"[152.0, 78.0, 208.0, 388.0]",['thing in middle']
9169.jpg,"[391.0, 73.0, 446.0, 284.0]",['far right guy']
8951.jpg,"[161.0, 112.0, 216.0, 169.0]",['brow thing on wall in center']
30500.jpg,"[0.0, 0.0, 480.0, 119.0]",['oops. sorry. sky.']
30500.jpg,"[0.0, 66.0, 480.0, 195.0]",['any building']
30500.jpg,"[39.0, 197.0, 480.0, 305.0]",['a lake']
30500.jpg,"[280.0, 210.0, 354.0, 250.0]",['big luxury yacht in middle of water']
8951.jpg,"[256.0, 130.0, 271.0, 167.0]","['left', 'opening between curtains, third from right']"
3557.jpg,"[0.0, 359.0, 360.0, 480.0]",['grass bottom']
3557.jpg,"[163.0, 316.0, 259.0, 432.0]",['person']
3557.jpg,"[0.0, 0.0, 360.0, 397.0]",['water']
32699.jpg,"[0.0, 0.0, 480.0, 141.0]",['sky']
32699.jpg,"[0.0, 36.0, 179.0, 169.0]",['upper left tree foliage']
32699.jpg,"[0.0, 230.0, 480.0, 320.0]",['any ground in bottom portion']
25473.jpg,"[394.0, 193.0, 480.0, 316.0]",['the green bush on the right']
25473.jpg,"[287.0, 139.0, 379.0, 248.0]",['fence']
25473.jpg,"[0.0, 0.0, 296.0, 33.0]",['sky']
25473.jpg,"[338.0, 0.0, 480.0, 199.0]",['top right corner']
25473.jpg,"[0.0, 22.0, 299.0, 360.0]",['red building']
25473.jpg,"[120.0, 270.0, 293.0, 334.0]",['patch of grass in middle']
25473.jpg,"[186.0, 251.0, 401.0, 360.0]",['cement']
13574.jpg,"[0.0, 0.0, 360.0, 156.0]",['the sky']
4629.jpg,"[0.0, 0.0, 480.0, 50.0]",['sky']
24630.jpg,"[0.0, 179.0, 328.0, 264.0]",['the snow above the people']
4629.jpg,"[212.0, 262.0, 233.0, 294.0]",['middle penguin standing up']
4629.jpg,"[0.0, 46.0, 480.0, 297.0]",['water']
4629.jpg,"[295.0, 269.0, 457.0, 299.0]","['group of penguins in the right of the picture', 'birds on right']"
4629.jpg,"[0.0, 252.0, 152.0, 294.0]","['group of birds bottom left', 'group of birds on left', 'birds left most, very narrow']"
4629.jpg,"[0.0, 283.0, 480.0, 360.0]",['sand on bottom']
36066.jpg,"[0.0, 83.0, 320.0, 417.0]",['middle']
36066.jpg,"[0.0, 0.0, 320.0, 69.0]",['sky again']
40507.jpg,"[111.0, 139.0, 380.0, 175.0]",['row of food in back']
40507.jpg,"[203.0, 168.0, 457.0, 217.0]","['red veggies any', 'red vegetables']"
3335.jpg,"[0.0, 136.0, 480.0, 360.0]",['ground']
3335.jpg,"[145.0, 33.0, 308.0, 81.0]",['stuff on top of car']
25129.jpg,"[74.0, 0.0, 360.0, 222.0]",['hand']
9119.jpg,"[246.0, 212.0, 360.0, 480.0]",['bottom right grass']
40410.jpg,"[28.0, 229.0, 480.0, 360.0]",['bottom right']
37921.jpg,"[265.0, 90.0, 416.0, 228.0]",['the grapes are easy so is the clock']
7392.jpg,"[1.0, 269.0, 237.0, 360.0]",['bush']
4331.jpg,"[311.0, 0.0, 480.0, 204.0]",['curtain']
4331.jpg,"[47.0, 158.0, 87.0, 220.0]",['the lamp']
4331.jpg,"[99.0, 179.0, 480.0, 360.0]",['bed']
4331.jpg,"[0.0, 0.0, 480.0, 290.0]",['wall']
31706.jpg,"[44.0, 46.0, 453.0, 359.0]",['humans']
31706.jpg,"[10.0, 0.0, 480.0, 44.0]",['sky']
31706.jpg,"[0.0, 126.0, 480.0, 360.0]","['grass around people, but not behind', 'grass bottom of photo']"
7262.jpg,"[172.0, 64.0, 269.0, 176.0]",['face of man in white shirt']
7262.jpg,"[313.0, 275.0, 360.0, 480.0]",['shiny label right bottle']
27446.jpg,"[56.0, 227.0, 125.0, 282.0]","['bottom sign left', 'ecuador sign', 'left ecuador sign', 'ecuador in sign', 'ecuador', 'ecuador in', 'sign left of woman ass', 'sign to left of woman', 'the sign to the left of woman leg']"
27446.jpg,"[0.0, 271.0, 360.0, 480.0]",['bottom']
27446.jpg,"[0.0, 50.0, 68.0, 164.0]",['tree on top left']
27446.jpg,"[32.0, 65.0, 121.0, 132.0]",['grey thing above the background people']
27446.jpg,"[187.0, 65.0, 360.0, 372.0]",['plants - right of lady']
27446.jpg,"[0.0, 0.0, 360.0, 101.0]",['the sky']
27446.jpg,"[27.0, 82.0, 309.0, 390.0]",['chick in black']
1325.jpg,"[423.0, 0.0, 480.0, 80.0]",['sky top right']
1325.jpg,"[0.0, 0.0, 149.0, 57.0]",['sky left']
27446.jpg,"[200.0, 226.0, 238.0, 279.0]",['right side of sign']
2685.jpg,"[0.0, 120.0, 204.0, 316.0]",['far left rocks n gras']
2685.jpg,"[158.0, 0.0, 480.0, 34.0]",['hazy area above mountains on right of photo']
2685.jpg,"[162.0, 147.0, 426.0, 221.0]",['middle pond next to trees']
2685.jpg,"[0.0, 137.0, 480.0, 347.0]",['water near the bottom of picture']
2685.jpg,"[0.0, 23.0, 480.0, 162.0]",['treed area']
2685.jpg,"[0.0, 257.0, 480.0, 360.0]",['bottom ground']
2685.jpg,"[0.0, 0.0, 390.0, 43.0]",['top left corner']
37812.jpg,"[292.0, 44.0, 346.0, 144.0]",['curtain thing behind paper bag']
37812.jpg,"[189.0, 13.0, 247.0, 90.0]",['curtain above the head of the man with white shirt']
37812.jpg,"[51.0, 56.0, 268.0, 320.0]",['dude in blue']
1325.jpg,"[0.0, 103.0, 119.0, 161.0]",['window on the left']
37812.jpg,"[245.0, 146.0, 391.0, 265.0]",['chair guy in white is sitting on']
37812.jpg,"[0.0, 141.0, 46.0, 184.0]",['green on left']
37812.jpg,"[182.0, 71.0, 280.0, 168.0]",['dude right']
37812.jpg,"[346.0, 119.0, 445.0, 266.0]","[""driver's seat""]"
37812.jpg,"[0.0, 0.0, 53.0, 141.0]","['top left of the rv covering the window', 'black curtain left']"
37812.jpg,"[39.0, 12.0, 128.0, 77.0]",['window top left']
7573.jpg,"[57.0, 122.0, 267.0, 480.0]",['guy']
7573.jpg,"[232.0, 0.0, 360.0, 348.0]",['right window']
7573.jpg,"[0.0, 0.0, 130.0, 122.0]",['back window']
7573.jpg,"[151.0, 373.0, 348.0, 480.0]",['the tray']
7573.jpg,"[0.0, 111.0, 156.0, 480.0]","['blue seat next to man', 'seat back']"
7573.jpg,"[280.0, 346.0, 360.0, 473.0]",['bottom right ..clothes?']
7573.jpg,"[123.0, 0.0, 360.0, 400.0]",['space between windows']
6454.jpg,"[59.0, 0.0, 236.0, 129.0]",['wall mid section']
23908.jpg,"[2.0, 116.0, 133.0, 360.0]","['people on the left', 'people on left']"
23908.jpg,"[212.0, 310.0, 480.0, 360.0]","['right', 'grass in front']"
23908.jpg,"[273.0, 243.0, 399.0, 315.0]",['group of people with white hat guy']
23908.jpg,"[236.0, 194.0, 480.0, 281.0]",['in front']
23908.jpg,"[0.0, 0.0, 480.0, 247.0]",['anywhere on top']
23908.jpg,"[0.0, 320.0, 69.0, 360.0]",['bottom left corner']
7448.jpg,"[0.0, 133.0, 332.0, 480.0]",['anyone']
8365.jpg,"[117.0, 21.0, 293.0, 144.0]",['window in the back']
8365.jpg,"[0.0, 15.0, 96.0, 169.0]",['left window']
8365.jpg,"[220.0, 255.0, 272.0, 352.0]",['thing the front guy is sitting on']
8365.jpg,"[45.0, 232.0, 99.0, 321.0]","['chair thing that guy in white is sitting on (white shoes)', 'seat that the manon the left is sitting on']"
8365.jpg,"[72.0, 105.0, 477.0, 360.0]","['the group of people', 'people', 'any person']"
